Escherichia coli 55989 chromosome, complete genome - 1..5154862
4755 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
2491700..2493289	+	529	218695795	yejF	EC55989_2434	-	COG4172R	fused oligopeptide transporter subunits of ABC superfamily: ATP-binding components
2493293..2493637	-	114	218695796	yejG	EC55989_2435	-	-	hypothetical protein
2493970..2495160	-	396	218695797	bcr	EC55989_2436	-	COG2814G	bicyclomycin/multidrug efflux system protein
2495188..2495883	-	231	218695798	rsuA	EC55989_2437	-	COG1187J	16S rRNA pseudouridylate synthase A
2496032..2497792	+	586	218695799	yejH	EC55989_2438	-	COG1061KL	nucleic acid ATP-dependent helicase
2497917..2498201	+	94	218695800	rplY	EC55989_2439	-	COG1825J	50S ribosomal protein L25
2498340..2499347	-	335	218695801	yejK	EC55989_2440	-	COG3081R	nucleoid-associated protein NdpA
2499529..2499756	+	75	218695802	yejL	EC55989_2441	-	COG3082S	hypothetical protein
2499776..2501536	+	586	218695803	yejM	EC55989_2442	-	COG3083R	hydrolase, inner membrane-associated
2501666..2501827	-	53	218695804	-	EC55989_2443	-	-	hypothetical protein
2504702..2505349	+	215	218695805	narP	EC55989_2446	-	COG2197TK	transcriptional regulator NarP
2505384..2506436	-	350	218695806	ccmH	EC55989_2447	-	COG4235O	heme lyase, CcmH subunit
2506433..2506990	-	185	218695807	ccmG	EC55989_2448	-	COG0526OC	periplasmic thioredoxin of cytochrome c-type biogenesis
2506987..2508930	-	647	218695808	ccmF	EC55989_2449	-	COG1138O	heme lyase, CcmF subunit
2508927..2509406	-	159	218695809	ccmE	EC55989_2450	-	COG2332O	cytochrome c-type biogenesis protein CcmE
2509403..2509612	-	69	218695810	ccmD	EC55989_2451	-	COG3114U	cytochrome c biogenesis protein
2509609..2510346	-	245	218695811	ccmC	EC55989_2452	-	COG0755O	heme exporter subunit ; membrane component of ABC superfamily
2510388..2511050	-	220	218695812	ccmB	EC55989_2453	-	COG2386O	heme exporter subunit ; membrane component of ABC superfamily
2511047..2511670	-	207	218695813	ccmA	EC55989_2454	-	COG4133O	cytochrome c biogenesis protein CcmA
2511683..2512285	-	200	218695814	napC	EC55989_2455	-	COG3005C	cytochrome c-type protein NapC
2512295..2512744	-	149	218695815	napB	EC55989_2456	-	COG3043C	citrate reductase cytochrome c-type subunit
2512741..2513604	-	287	218695816	napH	EC55989_2457	-	COG0348C	quinol dehydrogenase membrane component
2513591..2514286	-	231	218695817	napG	EC55989_2459	-	COG0437C	quinol dehydrogenase periplasmic component
2514293..2516779	-	828	218695818	napA	EC55989_2460	-	COG0243C	nitrate reductase catalytic subunit
2516776..2517039	-	87	218695819	napD	EC55989_2461	-	COG3062P	assembly protein for periplasmic nitrate reductase
2517029..2517523	-	164	218695820	napF	EC55989_2462	-	COG1149C	ferredoxin-type protein
2517623..2517796	+	57	218695821	-	EC55989_2463	-	-	hypothetical protein
2517931..2518419	+	162	218695822	eco	EC55989_2464	-	COG4574R	ecotin
2518568..2520214	-	548	218695823	mqo	EC55989_2465	-	COG0579R	malate:quinone oxidoreductase
2520432..2522075	-	547	218695824	yojI	EC55989_2466	-	COG4615QP	multidrug transporter membrane protein/ATP-binding component
2522151..2522801	-	216	218695825	alkB	EC55989_2467	-	COG3145L	oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions
2522801..2523865	-	354	218695826	ada	EC55989_2468	-	COG2169F	fused DNA-binding transcriptional dual regulator ; O6-methylguanine-DNA methyltransferase
2523939..2524994	-	351	218695827	yojL	EC55989_2469	-	COG1477H	thiamine biosynthesis lipoprotein ApbE
2525106..2526209	-	367	218695828	ompC	EC55989_2470	-	COG3203M	outer membrane porin protein C
2526948..2529620	+	890	218695829	rcsD	EC55989_2471	-	COG0642T	phosphotransfer intermediate protein in two-component regulatory system with RcsBC
2529637..2530287	+	216	218695830	rcsB	EC55989_2472	-	COG2197TK	transcriptional regulator RcsB
2530487..2533288	-	933	218695831	rcsC	EC55989_2473	-	COG0642T	hybrid sensory kinase in two-component regulatory system with RcsB and YojN
2533611..2534387	-	258	218695832	yfaP	EC55989_2474	-	COG4676S	hypothetical protein
2534392..2536041	-	549	218695833	yfaQ	EC55989_2475	-	COG5445S	hypothetical protein
2536042..2540661	-	1539	218695834	-	EC55989_2476	-	COG2373R	large extracellular alpha-helical protein
2540580..2541203	-	207	218695835	yfaT	EC55989_2477	-	COG3234S	hypothetical protein
2541200..2542888	-	562	218695836	yfaA	EC55989_2478	-	COG4685S	hypothetical protein
2543037..2545664	-	875	218695837	gyrA	EC55989_2479	-	COG0188L	DNA gyrase subunit A
2545811..2546533	+	240	218695838	ubiG	EC55989_2480	-	COG2227H	3-demethylubiquinone-9 3-methyltransferase
2546661..2550395	-	1244	218695839	yfaL	EC55989_2481	-	COG3468MU	adhesin
2551091..2553376	+	761	218695840	nrdA	EC55989_2482	-	COG0209F	ribonucleotide-diphosphate reductase subunit alpha
2553465..2554595	+	376	218695841	nrdB	EC55989_2483	-	COG0208F	ribonucleotide-diphosphate reductase subunit beta
2554595..2554849	+	84	218695842	yfaE	EC55989_2484	-	COG0633C	2Fe-2S ferredoxin
2554903..2555553	-	216	218695843	inaA	EC55989_2485	-	-	hypothetical protein
2555768..2555974	+	68	218695844	yfaH	EC55989_2487	-	-	hypothetical protein
2556016..2557092	-	358	218695845	glpQ	EC55989_2488	-	COG0584C	glycerophosphodiester phosphodiesterase
2557097..2558455	-	452	218695846	glpT	EC55989_2489	-	COG2271G	sn-glycerol-3-phosphate transporter
2558728..2560356	+	542	218695847	glpA	EC55989_2490	-	COG0578C	sn-glycerol-3-phosphate dehydrogenase subunit A
2560346..2561605	+	419	218695848	glpB	EC55989_2491	-	COG3075E	anaerobic glycerol-3-phosphate dehydrogenase subunit B
2561602..2562792	+	396	218695849	glpC	EC55989_2492	-	COG0247C	sn-glycerol-3-phosphate dehydrogenase subunit C
2562986..2563888	+	300	218695850	yfaD	EC55989_2493	-	COG5464S	hypothetical protein
2564454..2565656	-	400	218695851	yfaY	EC55989_2495	-	COG1058R	competence damage-inducible protein A
2565756..2566298	-	180	218695852	yfaZ	EC55989_2496	-	-	outer membrane porin protein
2566577..2567002	+	141	218695853	yfaO	EC55989_2497	-	COG1051F	NUDIX hydrolase
2567041..2567643	-	200	218695854	ais	EC55989_2498	-	COG0406G	hypothetical protein
2567933..2569090	+	385	218695855	yfbE	EC55989_2499	-	COG0399M	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
2569094..2570062	+	322	218695856	yfbF	EC55989_2500	-	COG0463M	undecaprenyl phosphate 4-deoxy-4-formamido-L-arabinose transferase
2570062..2572044	+	660	218695857	yfbG	EC55989_2501	-	COG0223J	bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
2572041..2572931	+	296	218695858	yfbH	EC55989_2502	-	COG0726G	hypothetical protein
2572931..2574583	+	550	218695859	arnT	EC55989_2504	-	COG1807M	4-amino-4-deoxy-L-arabinose transferase
2574580..2574915	+	111	218695860	yfbW	EC55989_2505	-	COG2076P	inner membrane protein
2574915..2575301	+	128	218695861	yfbJ	EC55989_2506	-	-	hypothetical protein
2575295..2575561	-	88	218695862	pmrD	EC55989_2507	-	-	polymyxin resistance protein B
2575671..2577026	-	451	218695863	menE	EC55989_2508	-	COG0318IQ	O-succinylbenzoic acid--CoA ligase
2577023..2577985	-	320	218695864	menC	EC55989_2509	-	COG1441H	O-succinylbenzoate synthase
2577985..2578842	-	285	218695865	menB	EC55989_2510	-	COG0447H	naphthoate synthase
2578857..2579615	-	252	218695866	yfbB	EC55989_2511	-	COG0596R	acyl-CoA thioester hydrolase
2579612..2581282	-	556	218695867	menD	EC55989_2512	-	COG1165H	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
2581371..2582666	-	431	218695868	menF	EC55989_2513	-	COG1169HQ	isochorismate synthase 2
2582745..2583050	-	101	218695869	elaB	EC55989_2514	-	COG4575S	hypothetical protein
2583105..2583566	-	153	218695870	elaA	EC55989_2515	-	COG2153R	hypothetical protein
2583631..2584548	+	305	218695871	elaC	EC55989_2516	-	COG1234R	ribonuclease Z
2584736..2585956	+	406	218695872	elaD	EC55989_2517	-	COG5160O	deubiquitinase
2586601..2586951	+	116	218695873	-	EC55989_2518	-	-	Zn-dependent exopeptidases
2587077..2587580	+	167	218695874	yfbM	EC55989_2519	-	-	hypothetical protein
2587647..2589104	-	485	218695875	nuoN	EC55989_2520	-	COG1007C	NADH dehydrogenase subunit N
2589111..2590640	-	509	218695876	nuoM	EC55989_2521	-	COG1008C	NADH dehydrogenase subunit M
2590804..2592645	-	613	218695877	nuoL	EC55989_2522	-	COG1009CP	NADH dehydrogenase subunit L
2592642..2592944	-	100	218695878	nuoK	EC55989_2523	-	COG0713C	NADH dehydrogenase subunit K
2592941..2593495	-	184	218695879	nuoJ	EC55989_2524	-	COG0839C	NADH dehydrogenase subunit J
2593507..2594049	-	180	218695880	nuoI	EC55989_2525	-	COG1143C	NADH dehydrogenase subunit I
2594064..2595041	-	325	218695881	nuoH	EC55989_2526	-	COG1005C	NADH dehydrogenase subunit H
2595038..2597770	-	910	218695882	nuoG	EC55989_2527	-	COG1034C	NADH dehydrogenase subunit G
2597817..2599154	-	445	218695883	nuoF	EC55989_2528	-	COG1894C	NADH dehydrogenase I subunit F
2599151..2599651	-	166	218695884	nuoE	EC55989_2529	-	COG1905C	NADH dehydrogenase subunit E
2599654..2601456	-	600	218695885	nuoC	EC55989_2530	-	COG0649C	bifunctional NADH:ubiquinone oxidoreductase subunit C/D
2601550..2602212	-	220	218695886	nuoB	EC55989_2531	-	COG0377C	NADH dehydrogenase subunit B
2602228..2602671	-	147	218695887	nuoA	EC55989_2532	-	COG0838C	NADH dehydrogenase subunit A
2603302..2604240	-	312	218695888	lrhA	EC55989_2533	-	COG0583K	DNA-binding transcriptional repressor of flagellar, motility and chemotaxis genes
2605160..2606377	+	405	218695889	yfbQ	EC55989_2534	-	COG0436E	aminotransferase
2606461..2607060	+	199	218695890	yfbR	EC55989_2535	-	COG1896R	hypothetical protein
2607119..2608951	-	610	218695891	yfbS	EC55989_2536	-	COG0471P	transporter
2609038..2609688	-	216	218695892	yfbT	EC55989_2537	-	COG0637R	phosphatase
2609699..2610193	-	164	218695893	yfbU	EC55989_2538	-	COG3013S	hypothetical protein
2610276..2610731	-	151	218695894	yfbV	EC55989_2539	-	COG3092S	hypothetical protein
2611069..2612271	+	400	218695895	ackA	EC55989_2540	-	COG0282C	acetate kinase
2612346..2614490	+	714	218695896	pta	EC55989_2541	-	COG0280C	phosphate acetyltransferase
2614680..2616200	+	506	218695897	yfcC	EC55989_2542	-	COG1288S	hypothetical protein
2616233..2616775	-	180	218695898	yfcD	EC55989_2543	-	COG1443I	NUDIX hydrolase
2616833..2617387	-	184	218695899	yfcE	EC55989_2544	-	COG0622R	phosphodiesterase
2617440..2618084	-	214	218695900	yfcF	EC55989_2545	-	COG0625O	hypothetical protein
2618220..2618867	+	215	218695901	yfcG	EC55989_2546	-	COG0625O	glutathione S-transferase
2618924..2619286	+	120	218695902	folX	EC55989_2547	-	COG1539H	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase
2619307..2620200	+	297	218695903	yfcH	EC55989_2548	-	COG1090R	NAD(P)-binding Rossmann-fold domain
2620248..2621150	-	300	218695904	yfcI	EC55989_2549	-	COG5464S	transposase
2621347..2622120	-	257	218695905	hisP	EC55989_2550	-	COG4598E	histidine/lysine/arginine/ornithine transporter subunit
2622128..2622844	-	238	218695906	hisM	EC55989_2551	-	COG4160E	histidine/lysine/arginine/ornithine transporter subunit ; membrane component of ABC superfamily
2622841..2623527	-	228	218695907	hisQ	EC55989_2552	-	COG4215E	histidine/lysine/arginine/ornithine transporter subunit ; membrane component of ABC superfamily
2623617..2624399	-	260	218695908	hisJ	EC55989_2553	-	COG0834ET	histidine/lysine/arginine/ornithine transporter subunit ; periplasmic-binding component of ABC superfamily
2624620..2625402	-	260	218695909	argT	EC55989_2554	-	COG0834ET	lysine/arginine/ornithine transporter subunit ; periplasmic-binding component of ABC superfamily
2625668..2626237	-	189	218695910	ubiX	EC55989_2555	-	COG0163H	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
2626332..2627849	-	505	218695911	purF	EC55989_2556	-	COG0034F	amidophosphoribosyltransferase
2627886..2628374	-	162	218695912	cvpA	EC55989_2557	-	COG1286R	colicin V production protein
2628633..2629295	-	220	218695913	dedD	EC55989_2558	-	COG3147S	hypothetical protein
2629285..2630553	-	422	218695914	folC	EC55989_2559	-	COG0285H	bifunctional folylpolyglutamate synthase/ dihydrofolate synthase
2630623..2631537	-	304	218695915	accD	EC55989_2560	-	COG0777I	acetyl-CoA carboxylase subunit beta
2631693..2632352	-	219	218695916	dedA	EC55989_2561	-	COG0586S	hypothetical protein
2632435..2633247	-	270	218695917	truA	EC55989_2562	-	COG0101J	tRNA pseudouridine synthase A
2633247..2634260	-	337	218695918	usg	EC55989_2563	-	COG0136E	semialdehyde dehydrogenase
2634326..2635462	-	378	218695919	pdxB	EC55989_2564	-	COG0111HE	erythronate-4-phosphate dehydrogenase
2635561..2636556	+	331	218695920	flk	EC55989_2565	-	-	flagella biosynthesis regulator
2636553..2637731	-	392	218695921	yfcJ	EC55989_2566	-	COG2814G	hypothetical protein
2638024..2639244	-	406	218695922	fabB	EC55989_2567	-	COG0304IQ	3-oxoacyl-ACP synthase
2639403..2641409	+	668	218695923	mnmC	EC55989_2568	-	COG4121S	5-methylaminomethyl-2-thiouridine methyltransferase
2641530..2641808	-	92	218695924	yfcL	EC55989_2569	-	-	hypothetical protein
2641842..2642390	-	182	218695925	yfcM	EC55989_2570	-	COG3101S	hypothetical protein
2642390..2643199	-	269	218695926	yfcA	EC55989_2571	-	COG0730R	hypothetical protein
2643199..2644023	-	274	218695927	mepA	EC55989_2572	-	COG3770M	penicillin-insensitive murein endopeptidase
2644027..2645112	-	361	218695928	aroC	EC55989_2573	-	COG0082E	chorismate synthase
2645147..2646079	-	310	218695929	prmB	EC55989_2574	-	COG2890J	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
2646245..2646796	+	183	218695930	yfcN	EC55989_2575	-	COG2840S	hypothetical protein
2646990..2647970	-	326	218695931	-	EC55989_2576	-	COG3547L	transposase, IS110 family
2648197..2649069	-	290	218695932	-	EC55989_2577	-	-	hypothetical protein
2649056..2649580	-	174	218695933	-	EC55989_2578	-	COG3539NU	fimbrial protein (Adhesin)
2649577..2650047	-	156	218695934	-	EC55989_2579	-	COG3539NU	fimbrial protein
2650044..2650658	-	204	218695935	-	EC55989_2580	-	COG3539NU	minor fimbrial subunit
2650567..2651319	-	250	218695936	yfcS	EC55989_2581	-	COG3121NU	periplasmic pilus chaperone
2651339..2653981	-	880	218695937	-	EC55989_2582	-	COG3188NU	outer membrane usher protein yfcU precursor
2654063..2654626	-	187	218695938	yfcV	EC55989_2583	-	COG3539NU	fimbrial-like adhesin protein
2655301..2655786	-	161	218695939	sixA	EC55989_2584	-	COG2062T	phosphohistidine phosphatase
2655989..2658133	-	714	218695940	fadJ	EC55989_2585	-	COG1250I	multifunctional fatty acid oxidation complex subunit alpha
2658133..2659443	-	436	218695941	fadI	EC55989_2586	-	COG0183I	3-ketoacyl-CoA thiolase
2659623..2659907	-	94	218695942	yfcZ	EC55989_2587	-	COG3691S	hypothetical protein
2660273..2661619	+	448	218695943	fadL	EC55989_2588	-	COG2067I	long-chain fatty acid outer membrane transporter
2661985..2663043	+	352	218695944	yfdF	EC55989_2589	-	-	hypothetical protein
2663225..2663980	-	251	218695945	vacJ	EC55989_2590	-	COG2853M	lipoprotein
2664006..2664176	-	56	218695946	-	EC55989_2591	-	-	hypothetical protein
2664274..2665206	+	310	218695947	yfdC	EC55989_2592	-	COG2116P	inner membrane protein
2665518..2666675	+	385	218695948	intS	EC55989_2593	-	COG0582L	prophage CPS-53 integrase; CPS-53 (KpLE1) prophage
2666884..2668806	+	640	218695949	-	EC55989_2594	-	COG1835I	hypothetical protein
2668877..2670856	-	659	218695950	-	EC55989_2595	-	-	hypothetical protein; head-binding domain
2670908..2671246	+	112	218695951	-	EC55989_2596	-	-	regulatory protein mnt (modular protein)
2671482..2672261	-	259	218695952	-	EC55989_2597	-	-	hypothetical protein
2672299..2673009	-	236	218695953	-	EC55989_2598	-	COG3617K	hypothetical protein
2672999..2673187	-	62	218695954	-	EC55989_2599	-	-	transcriptional repressor arc (modular protein)
2673284..2673604	+	106	218695955	-	EC55989_2600	-	-	regulator protein; Arc-like DNA binding domain
2673688..2673882	+	64	218695956	-	EC55989_2601	-	-	hypothetical protein
2673896..2674261	-	121	218695957	-	EC55989_2602	-	-	hypothetical protein
2676624..2677967	-	447	218695958	gp	EC55989_2604	-	-	DNA transfer protein gp20
2677978..2678670	-	230	218695959	-	EC55989_2605	-	-	DNA transfer protein
2678673..2679131	-	152	218695960	-	EC55989_2606	-	-	Head assembly protein
2679128..2679976	-	282	218695961	GP	EC55989_2607	-	-	Packaged DNA stabilization protein gp26
2679976..2681394	-	472	218695962	-	EC55989_2608	-	-	Packaged DNA stabilization protein from phage
2681403..2681885	-	160	218695963	-	EC55989_2609	-	-	packaged DNA stabilization protein p27
2681860..2682045	-	61	218695964	-	EC55989_2610	-	-	phage protein
2682088..2683359	-	423	218695965	p	EC55989_2611	-	-	Major head protein (p24) (Major coat protein)
2683371..2684255	-	294	218695966	-	EC55989_2612	-	-	scaffold protein
2684269..2686467	-	732	218695967	-	EC55989_2613	-	-	portal protein p19
2686398..2687810	-	470	218695968	-	EC55989_2614	-	COG1783R	Terminase large subunit
2687807..2688232	-	141	218695969	-	EC55989_2615	-	-	terminase small subunit
2688312..2688554	-	80	218695970	-	EC55989_2616	-	-	hypothetical protein
2688658..2689038	-	126	218695971	-	EC55989_2617	-	-	phage protein
2689272..2689751	-	159	218695972	-	EC55989_2618	-	-	hypothetical protein
2689973..2690422	-	149	218695973	-	EC55989_2619	-	-	bacteriophage lysis protein
2690407..2690904	-	165	218695974	ybcS	EC55989_2620	-	COG3772R	lysozyme; DLP12 prophage
2690882..2691085	-	67	218695975	-	EC55989_2621	-	-	hypothetical protein
2691570..2691842	+	90	218695976	-	EC55989_2624	-	-	hypothetical protein
2691876..2692364	-	162	218695977	-	EC55989_2625	-	-	phage antitermination protein Q
2692546..2692908	-	120	218695978	rusA	EC55989_2626	-	COG4570L	crossover junction endodeoxyribonuclease
2692905..2693195	-	96	218695979	-	EC55989_2627	-	-	hypothetical protein
2693195..2693917	-	240	218695980	roi	EC55989_2628	-	COG3645S	DNA-binding protein from phage origin
2693910..2694080	-	56	218695981	ninF	EC55989_2629	-	-	phage protein
2694256..2694666	-	136	218695982	-	EC55989_2630	-	-	ninB protein
2694866..2695180	-	104	218695983	-	EC55989_2631	-	-	phage protein
2695198..2695404	-	68	218695984	-	EC55989_2632	-	-	phage protein
2695480..2696931	-	483	218695985	P	EC55989_2633	-	COG0305L	P protein; replicative DNA helicase
2696906..2697796	-	296	218695986	O	EC55989_2634	-	-	replication protein O
2697783..2697944	-	53	218695987	-	EC55989_2635	-	-	hypothetical protein
2697979..2698344	-	121	218695988	C	EC55989_2636	-	-	Transcriptional activator protein C1 (modular protein)
2698366..2698551	-	61	218695989	cro	EC55989_2637	-	-	Regulatory protein cro (Antirepressor)
2698632..2699282	+	216	218695990	cII	EC55989_2638	-	COG1974KT	Repressor protein CII
2699454..2699639	-	61	218695991	-	EC55989_2639	-	-	hypothetical protein
2700362..2700832	+	156	218695992	-	EC55989_2641	-	-	hypothetical protein
2700922..2701197	+	91	218695993	-	EC55989_2642	-	-	hypothetical protein
2701164..2701364	+	66	218695994	-	EC55989_2643	-	-	hypothetical protein
2701273..2701443	+	56	218695995	-	EC55989_2644	-	-	hypothetical protein
2701424..2702059	+	211	218695996	erf	EC55989_2645	-	-	DNA single-strand annealing protein; essential recombination function protein Erf
2701969..2702442	+	157	218695997	-	EC55989_2646	-	-	hypothetical protein
2702466..2702762	+	98	218695998	abc	EC55989_2647	-	-	Anti-RecBCD protein 2
